date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2025-02-14,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.781632,,,28.560454,15.76585,15.797414,15.781632,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1627.540746,,,,1625.913205,1629.168287,1627.540746,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1611.2384,,,,1609.627162,1612.849638,1611.2384,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1617.895485,,,,1616.27759,1619.513381,1617.895485,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1620.832535,,,,1619.211702,1622.453367,1620.832535,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1632.116286,,,,1630.484169,1633.748402,1632.116286,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1624.061413,,,,1622.437352,1625.685475,1624.061413,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1629.795124,,,,1628.165328,1631.424919,1629.795124,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1612.757161,,,,1611.144404,1614.369918,1612.757161,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1633.605705,,,,1631.972099,1635.239311,1633.605705,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1638.941459,,,,1637.302518,1640.580401,1638.941459,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1640.179742,,,,1638.539562,1641.819921,1640.179742,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1625.436604,,,,1623.811168,1627.062041,1625.436604,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1641.577667,,,,1639.936089,1643.219245,1641.577667,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1625.103972,,,,1623.478868,1626.729076,1625.103972,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1634.645246,,,,1633.0106,1636.279891,1634.645246,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1622.169709,,,,1620.54754,1623.791879,1622.169709,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1628.712547,,,,1627.083834,1630.341259,1628.712547,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1596.332585,,,,1594.736253,1597.928918,1596.332585,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1596.69159,,,,1595.094898,1598.288281,1596.69159,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1600.230509,,,,1598.630278,1601.83074,1600.230509,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1614.413184,,,,1612.798771,1616.027598,1614.413184,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1593.003554,,,,1591.41055,1594.596557,1593.003554,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1585.451426,,,,1583.865975,1587.036878,1585.451426,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,KOSPI200-FUT-2025-06,Synthetic KOSPI200 FUT 2025 06 position,EQUITY,1581.333933,,,,1579.752599,1582.915267,1581.333933,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1646.093616,,,,1644.447522,1647.73971,1646.093616,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1648.194071,,,,1646.545877,1649.842265,1648.194071,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1653.064597,,,,1651.411532,1654.717661,1653.064597,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1640.173253,,,,1638.53308,1641.813426,1640.173253,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1650.536888,,,,1648.886351,1652.187425,1650.536888,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1640.838755,,,,1639.197916,1642.479594,1640.838755,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1649.541605,,,,1647.892063,1651.191146,1649.541605,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1655.965726,,,,1654.309761,1657.621692,1655.965726,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1641.734917,,,,1640.093182,1643.376652,1641.734917,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1651.232368,,,,1649.581135,1652.8836,1651.232368,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1649.675338,,,,1648.025663,1651.325013,1649.675338,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1667.698385,,,,1666.030686,1669.366083,1667.698385,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1660.638373,,,,1658.977735,1662.299012,1660.638373,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1667.71254,,,,1666.044827,1669.380252,1667.71254,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1661.382637,,,,1659.721254,1663.044019,1661.382637,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1673.31928,,,,1671.64596,1674.992599,1673.31928,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1686.264805,,,,1684.57854,1687.951069,1686.264805,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1706.735187,,,,1705.028452,1708.441922,1706.735187,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1700.696653,,,,1698.995956,1702.39735,1700.696653,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1691.600018,,,,1689.908418,1693.291618,1691.600018,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1705.702261,,,,1703.996559,1707.407963,1705.702261,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1684.967912,,,,1683.282944,1686.652879,1684.967912,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1684.585548,,,,1682.900962,1686.270134,1684.585548,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,KOSPI200-FUT-2025-09,Synthetic KOSPI200 FUT 2025 09 position,EQUITY,1692.284446,,,,1690.592161,1693.97673,1692.284446,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.603069,,,25.650654,16.586466,16.619672,16.603069,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.538587,,,26.078435,16.522049,16.555126,16.538587,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.656245,,,25.516642,16.639589,16.672901,16.656245,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.962898,,,25.667913,16.945935,16.979861,16.962898,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.939408,,,25.816557,16.922469,16.956347,16.939408,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.166971,,,25.84413,17.149804,17.184138,17.166971,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.21623,,,25.813444,17.199014,17.233446,17.21623,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.200067,,,26.215618,17.182867,17.217267,17.200067,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.274209,,,24.922933,17.256935,17.291484,17.274209,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.365901,,,25.227803,17.348535,17.383266,17.365901,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.286004,,,26.146231,17.268718,17.30329,17.286004,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.343119,,,26.21767,17.325776,17.360462,17.343119,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.272877,,,26.380049,17.255604,17.29015,17.272877,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.429648,,,26.611542,17.412218,17.447077,17.429648,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.372448,,,27.353407,17.355076,17.389821,17.372448,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.416235,,,28.025303,17.398819,17.433651,17.416235,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.345345,,,28.00244,17.328,17.36269,17.345345,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.157986,,,27.731985,17.140828,17.175144,17.157986,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,16.94685,,,27.650902,16.929903,16.963797,16.94685,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.136223,,,27.924607,17.119087,17.153359,17.136223,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.231118,,,28.142485,17.213887,17.248349,17.231118,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.150758,,,28.020273,17.133608,17.167909,17.150758,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.327353,,,27.866151,17.310026,17.34468,17.327353,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,NKY-CALL-41000-2025-06,Synthetic NKY CALL 41000 2025 06 position,EQUITY,17.276489,,,26.647667,17.259213,17.293766,17.276489,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.939739,,,26.058812,16.922799,16.956679,16.939739,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.782184,,,25.557533,16.765402,16.798967,16.782184,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.779723,,,25.629549,16.762943,16.796503,16.779723,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.512917,,,26.107446,16.496404,16.52943,16.512917,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.618705,,,26.196195,16.602086,16.635324,16.618705,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.632045,,,26.226634,16.615413,16.648677,16.632045,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.770072,,,25.979951,16.753302,16.786842,16.770072,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.625942,,,25.903414,16.609316,16.642568,16.625942,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.780671,,,25.964985,16.76389,16.797452,16.780671,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.901467,,,26.16686,16.884566,16.918368,16.901467,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.910419,,,26.219191,16.893509,16.92733,16.910419,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.825283,,,24.965714,16.808458,16.842109,16.825283,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.623108,,,25.120356,16.606485,16.639731,16.623108,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.555864,,,24.783733,16.539308,16.57242,16.555864,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.619668,,,24.638879,16.603049,16.636288,16.619668,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.831254,,,24.215511,16.814423,16.848086,16.831254,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,16.905315,,,24.37926,16.888409,16.92222,16.905315,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.042069,,,24.160019,17.025027,17.059111,17.042069,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.120011,,,25.288692,17.102891,17.137131,17.120011,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.137102,,,25.428399,17.119965,17.154239,17.137102,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.243879,,,26.216154,17.226635,17.261122,17.243879,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.312268,,,26.915942,17.294956,17.32958,17.312268,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.419429,,,26.931285,17.40201,17.436849,17.419429,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,NKY-CALL-42000-2025-06,Synthetic NKY CALL 42000 2025 06 position,EQUITY,17.729391,,,26.25449,17.711661,17.74712,17.729391,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20977.220295,,,,20956.243075,20998.197515,20977.220295,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20905.425712,,,,20884.520287,20926.331138,20905.425712,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20983.498768,,,,20962.515269,21004.482267,20983.498768,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,21072.972401,,,,21051.899428,21094.045373,21072.972401,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20952.374608,,,,20931.422233,20973.326982,20952.374608,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20872.141999,,,,20851.269857,20893.014141,20872.141999,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20895.155674,,,,20874.260518,20916.050829,20895.155674,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20695.416338,,,,20674.720921,20716.111754,20695.416338,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20942.659827,,,,20921.717167,20963.602486,20942.659827,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20844.386504,,,,20823.542118,20865.230891,20844.386504,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20634.373912,,,,20613.739538,20655.008286,20634.373912,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20593.669661,,,,20573.075992,20614.263331,20593.669661,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20697.163441,,,,20676.466278,20717.860605,20697.163441,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20658.739862,,,,20638.081122,20679.398602,20658.739862,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20589.89573,,,,20569.305834,20610.485626,20589.89573,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20695.797361,,,,20675.101564,20716.493158,20695.797361,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20805.081387,,,,20784.276306,20825.886469,20805.081387,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20936.000703,,,,20915.064702,20956.936704,20936.000703,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20839.571802,,,,20818.73223,20860.411374,20839.571802,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20830.789803,,,,20809.959013,20851.620593,20830.789803,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20889.406262,,,,20868.516856,20910.295669,20889.406262,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20794.973196,,,,20774.178223,20815.768169,20794.973196,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,20683.967499,,,,20663.283531,20704.651466,20683.967499,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,NKY-FUT-2025-06,Synthetic NKY FUT 2025 06 position,EQUITY,21095.345612,,,,21074.250267,21116.440958,21095.345612,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,NKY-FUT-2025-09,Synthetic NKY FUT 2025 09 position,EQUITY,21113.419512,,,,21092.306092,21134.532931,21113.419512,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,NKY-FUT-2025-09,Synthetic NKY FUT 2025 09 position,EQUITY,20952.602495,,,,20931.649892,20973.555097,20952.602495,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,NKY-FUT-2025-09,Synthetic NKY FUT 2025 09 position,EQUITY,21067.407085,,,,21046.339678,21088.474492,21067.407085,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
